person_name,person_birthdate,person_deathdate,person_country,person_geo,person_period,person_tags,event_date,person_age_days,age_years,age_months,age_days_rem,age_label,description_fr,category,subcategory,importance,wikipedia_slug
Benito Mussolini,1883-07-29,1945-04-28,IT,histoire-europe,xxe,politique,1914-11-15,11432,31,3,18,"31 ans, 3 mois et 18 jours",Fonde Il Popolo d'Italia — journal nationaliste,pouvoir,creation,3,Benito_Mussolini
Benito Mussolini,1883-07-29,1945-04-28,IT,histoire-europe,xxe,politique,1919-03-23,13021,35,7,24,"35 ans, 7 mois et 24 jours",Fonde les Faisceaux italiens de combat à Milan,pouvoir,creation,5,Benito_Mussolini
Benito Mussolini,1883-07-29,1945-04-28,IT,histoire-europe,xxe,politique,1922-10-29,14337,39,3,1,"39 ans, 3 mois et 1 jour",Marche sur Rome — nommé président du Conseil,pouvoir,coup,5,Benito_Mussolini
Benito Mussolini,1883-07-29,1945-04-28,IT,histoire-europe,xxe,politique,1935-10-03,19059,52,2,5,"52 ans, 2 mois et 5 jours",Lance l'invasion de l'Éthiopie,guerre,invasion,5,Benito_Mussolini
Benito Mussolini,1883-07-29,1945-04-28,IT,histoire-europe,xxe,politique,1940-06-10,20771,56,10,12,"56 ans, 10 mois et 12 jours",Déclare la guerre à la France et au Royaume-Uni,guerre,declaration,5,Benito_Mussolini
Benito Mussolini,1883-07-29,1945-04-28,IT,histoire-europe,xxe,politique,1945-04-28,22554,61,9,,"61 ans, 9 mois et 0 jour",Fusillé par des partisans à Giulino di Mezzegra,pouvoir,mort,5,Benito_Mussolini
Francisco Franco,1892-12-04,1975-11-20,ES,histoire-europe,xxe,politique,1926-02-03,12111,33,1,27,"33 ans, 1 mois et 27 jours",Devient le plus jeune général d'Europe à 33 ans,guerre,nomination,4,Francisco_Franco
Francisco Franco,1892-12-04,1975-11-20,ES,histoire-europe,xxe,politique,1936-07-18,15932,43,7,13,"43 ans, 7 mois et 13 jours",Lance le coup d'état contre la République espagnole,pouvoir,coup,5,Francisco_Franco
Francisco Franco,1892-12-04,1975-11-20,ES,histoire-europe,xxe,politique,1939-04-01,16919,46,3,26,"46 ans, 3 mois et 26 jours",Proclame la victoire dans la guerre civile espagnole,guerre,victoire,5,Francisco_Franco
Francisco Franco,1892-12-04,1975-11-20,ES,histoire-europe,xxe,politique,1940-10-23,17490,47,10,19,"47 ans, 10 mois et 19 jours",Rencontre Hitler à Hendaye — refuse d'entrer en guerre,pouvoir,diplomatie,4,Francisco_Franco
Francisco Franco,1892-12-04,1975-11-20,ES,histoire-europe,xxe,politique,1975-11-20,30301,82,11,16,"82 ans, 11 mois et 16 jours",Meurt à Madrid à 82 ans après 36 ans de dictature,pouvoir,mort,5,Francisco_Franco
Hirohito,1901-04-29,1989-01-07,JP,asie,xxe,politique,1921-11-25,7515,20,6,27,"20 ans, 6 mois et 27 jours",Devient régent du Japon à 20 ans,pouvoir,nomination,4,Hirohito
Hirohito,1901-04-29,1989-01-07,JP,asie,xxe,politique,1926-12-25,9371,25,7,26,"25 ans, 7 mois et 26 jours",Monte sur le trône — ère Showa commence,pouvoir,couronnement,5,Hirohito
Hirohito,1901-04-29,1989-01-07,JP,asie,xxe,politique,1941-12-07,14832,40,7,8,"40 ans, 7 mois et 8 jours",Approuve l'attaque de Pearl Harbor,guerre,decision,5,Hirohito
Hirohito,1901-04-29,1989-01-07,JP,asie,xxe,politique,1945-08-15,16179,44,3,16,"44 ans, 3 mois et 16 jours",Annonce la capitulation du Japon à la radio — première fois,pouvoir,capitulation,5,Hirohito
Hirohito,1901-04-29,1989-01-07,JP,asie,xxe,politique,1989-01-07,32028,87,8,8,"87 ans, 8 mois et 8 jours",Meurt à Tokyo à 87 ans — règne de 62 ans,pouvoir,mort,4,Hirohito
Michael Phelps,1985-06-30,,US,histoire-usa,contemporain,sport-jo,2000-09-16,5557,15,2,18,"15 ans, 2 mois et 18 jours",Participe aux JO de Sydney à 15 ans — plus jeune nageur américain,sport,jo,4,Michael_Phelps
Michael Phelps,1985-06-30,,US,histoire-usa,contemporain,sport-jo,2004-08-14,6985,19,1,15,"19 ans, 1 mois et 15 jours",Remporte 6 médailles d'or à Athènes — phénomène mondial,sport,jo,5,Michael_Phelps
Michael Phelps,1985-06-30,,US,histoire-usa,contemporain,sport-jo,2008-08-17,8449,23,1,18,"23 ans, 1 mois et 18 jours",Remporte 8 médailles d'or à Pékin — record absolu,sport,jo,5,Michael_Phelps
Michael Phelps,1985-06-30,,US,histoire-usa,contemporain,sport-jo,2016-08-13,11367,31,1,14,"31 ans, 1 mois et 14 jours",23e médaille d'or olympique à Rio — GOAT de la natation,sport,jo,5,Michael_Phelps
Tiger Woods,1975-12-30,,US,histoire-usa,contemporain,sport-jo,1997-04-13,7775,21,3,13,"21 ans, 3 mois et 13 jours",Remporte le Masters d'Augusta à 21 ans — record,sport,golf,5,Tiger_Woods
Tiger Woods,1975-12-30,,US,histoire-usa,contemporain,sport-jo,2000-07-23,8972,24,6,23,"24 ans, 6 mois et 23 jours",Remporte l'Open britannique — détient les 4 Majors simultanément,sport,golf,5,Tiger_Woods
Tiger Woods,1975-12-30,,US,histoire-usa,contemporain,sport-jo,2008-06-16,11857,32,5,16,"32 ans, 5 mois et 16 jours",Remporte l'US Open avec une jambe fracturée — légendaire,sport,golf,5,Tiger_Woods
Tiger Woods,1975-12-30,,US,histoire-usa,contemporain,sport-jo,2019-04-14,15811,43,3,14,"43 ans, 3 mois et 14 jours",Remporte le Masters après 11 ans sans Major — come-back historique,sport,golf,5,Tiger_Woods
Serena Williams,1981-09-26,,US,histoire-usa,contemporain,sport-tennis,1999-09-11,6559,17,11,15,"17 ans, 11 mois et 15 jours",Remporte l'US Open à 17 ans — premier Grand Chelem,sport,grand-chelem,5,Serena_Williams
Serena Williams,1981-09-26,,US,histoire-usa,contemporain,sport-tennis,2003-06-07,7924,21,8,10,"21 ans, 8 mois et 10 jours",Détient les 4 Grand Chelems simultanément,sport,grand-chelem,5,Serena_Williams
Serena Williams,1981-09-26,,US,histoire-usa,contemporain,sport-tennis,2015-09-12,12404,33,11,16,"33 ans, 11 mois et 16 jours",Remporte l'US Open — 21e Grand Chelem,sport,grand-chelem,5,Serena_Williams
Serena Williams,1981-09-26,,US,histoire-usa,contemporain,sport-tennis,2022-09-02,14951,40,11,6,"40 ans, 11 mois et 6 jours",Annonce sa retraite après l'US Open — 23 Grand Chelems,sport,retraite,5,Serena_Williams
Virginia Woolf,1882-01-25,1941-03-28,GB,histoire-europe,xxe,litterature,1915-03-26,12115,33,2,1,"33 ans, 2 mois et 1 jour",Publie The Voyage Out — premier roman,arts,publication,4,Virginia_Woolf
Virginia Woolf,1882-01-25,1941-03-28,GB,histoire-europe,xxe,litterature,1922-10-26,14886,40,9,2,"40 ans, 9 mois et 2 jours",Publie Mrs Dalloway — révolution du roman moderne,arts,publication,5,Virginia_Woolf
Virginia Woolf,1882-01-25,1941-03-28,GB,histoire-europe,xxe,litterature,1928-10-11,17063,46,8,18,"46 ans, 8 mois et 18 jours",Publie Orlando — exploration du genre et du temps,arts,publication,5,Virginia_Woolf
Virginia Woolf,1882-01-25,1941-03-28,GB,histoire-europe,xxe,litterature,1929-10-24,17441,47,9,1,"47 ans, 9 mois et 1 jour",Publie A Room of One's Own — manifeste féministe fondateur,philosophie,publication,5,Virginia_Woolf
Virginia Woolf,1882-01-25,1941-03-28,GB,histoire-europe,xxe,litterature,1941-03-28,21614,59,2,4,"59 ans, 2 mois et 4 jours",Se noie dans la rivière Ouse à 59 ans — lettre d'adieu,arts,mort,5,Virginia_Woolf
Jean-Michel Basquiat,1960-12-22,1988-08-12,US,histoire-usa,contemporain,arts-peinture,1977-01-01,5852,16,,8,"16 ans, 0 mois et 8 jours",Commence à taguer les murs de Manhattan sous le pseudo SAMO,arts,debut,4,Jean-Michel_Basquiat
Jean-Michel Basquiat,1960-12-22,1988-08-12,US,histoire-usa,contemporain,arts-peinture,1981-10-01,7588,20,9,9,"20 ans, 9 mois et 9 jours",Première exposition personnelle — révélation du monde de l'art,arts,exposition,5,Jean-Michel_Basquiat
Jean-Michel Basquiat,1960-12-22,1988-08-12,US,histoire-usa,contemporain,arts-peinture,1982-01-01,7678,21,,8,"21 ans, 0 mois et 8 jours",Rencontre Andy Warhol — collaboration légendaire,arts,rencontre,5,Jean-Michel_Basquiat
Jean-Michel Basquiat,1960-12-22,1988-08-12,US,histoire-usa,contemporain,arts-peinture,1988-08-12,10095,27,7,20,"27 ans, 7 mois et 20 jours",Meurt d'une overdose à New York à 27 ans,arts,mort,5,Jean-Michel_Basquiat
Frida Kahlo,1907-07-06,1954-07-13,MX,amerique-latine,xxe,arts-peinture,1925-09-17,6648,18,2,13,"18 ans, 2 mois et 13 jours",Accident de bus dévastateur — commence à peindre alitée,arts,accident,5,Frida_Kahlo
Frida Kahlo,1907-07-06,1954-07-13,MX,amerique-latine,xxe,arts-peinture,1929-08-21,8082,22,1,16,"22 ans, 1 mois et 16 jours",Épouse Diego Rivera — amour tumultueux,arts,mariage,4,Frida_Kahlo
Frida Kahlo,1907-07-06,1954-07-13,MX,amerique-latine,xxe,arts-peinture,1932-07-04,9130,24,11,29,"24 ans, 11 mois et 29 jours",Peint Henry Ford Hospital à Detroit — fausse couche en art,arts,oeuvre,4,Frida_Kahlo
Frida Kahlo,1907-07-06,1954-07-13,MX,amerique-latine,xxe,arts-peinture,1938-10-01,11410,31,2,27,"31 ans, 2 mois et 27 jours",Première exposition à New York — succès immédiat,arts,exposition,5,Frida_Kahlo
Frida Kahlo,1907-07-06,1954-07-13,MX,amerique-latine,xxe,arts-peinture,1943-01-01,12961,35,5,25,"35 ans, 5 mois et 25 jours",Enseigne à l'École nationale de peinture à Mexico,arts,enseignement,3,Frida_Kahlo
Frida Kahlo,1907-07-06,1954-07-13,MX,amerique-latine,xxe,arts-peinture,1954-07-13,17174,47,,8,"47 ans, 0 mois et 8 jours",Meurt à Mexico à 47 ans — épuisement et douleur,arts,mort,5,Frida_Kahlo
Pablo Picasso,1881-10-25,1973-04-08,ES,histoire-europe,xxe,arts-peinture,1901-06-01,7159,19,7,6,"19 ans, 7 mois et 6 jours",Première exposition à Paris — période bleue commence,arts,exposition,4,Pablo_Picasso
Pablo Picasso,1881-10-25,1973-04-08,ES,histoire-europe,xxe,arts-peinture,1904-04-01,8194,22,5,6,"22 ans, 5 mois et 6 jours",S'installe au Bateau-Lavoir à Montmartre,arts,installation,3,Pablo_Picasso
Pablo Picasso,1881-10-25,1973-04-08,ES,histoire-europe,xxe,arts-peinture,1907-07-01,9380,25,8,5,"25 ans, 8 mois et 5 jours",Achève Les Demoiselles d'Avignon — naissance du cubisme,arts,oeuvre,5,Pablo_Picasso
Pablo Picasso,1881-10-25,1973-04-08,ES,histoire-europe,xxe,arts-peinture,1937-06-01,20308,55,7,6,"55 ans, 7 mois et 6 jours",Peint Guernica — chef-d'oeuvre politique,arts,oeuvre,5,Pablo_Picasso
Pablo Picasso,1881-10-25,1973-04-08,ES,histoire-europe,xxe,arts-peinture,1944-10-05,22991,62,11,11,"62 ans, 11 mois et 11 jours",Adhère au Parti communiste français,politique,engagement,3,Pablo_Picasso
Pablo Picasso,1881-10-25,1973-04-08,ES,histoire-europe,xxe,arts-peinture,1949-01-14,24551,67,2,19,"67 ans, 2 mois et 19 jours",Son dessin de colombe devient symbole de paix mondiale,arts,symbole,4,Pablo_Picasso
Pablo Picasso,1881-10-25,1973-04-08,ES,histoire-europe,xxe,arts-peinture,1973-04-08,33403,91,5,13,"91 ans, 5 mois et 13 jours",Meurt à Mougins à 91 ans — 20 000 oeuvres,arts,mort,5,Pablo_Picasso
Christophe Colomb,1451-10-31,1506-05-20,IT,histoire-europe,renaissance,exploration,1485-01-01,12114,33,2,,"33 ans, 2 mois et 0 jour",Présente son projet à Jean II du Portugal — refus,exploration,refus,3,Christophe_Colomb
Christophe Colomb,1451-10-31,1506-05-20,IT,histoire-europe,renaissance,exploration,1492-04-17,14779,40,5,16,"40 ans, 5 mois et 16 jours",Obtient le soutien d'Isabelle de Castille,exploration,accord,5,Christophe_Colomb
Christophe Colomb,1451-10-31,1506-05-20,IT,histoire-europe,renaissance,exploration,1492-10-12,14957,40,11,12,"40 ans, 11 mois et 12 jours",Aborde l'île de Guanahani — découverte des Amériques,exploration,decouverte,5,Christophe_Colomb
Christophe Colomb,1451-10-31,1506-05-20,IT,histoire-europe,renaissance,exploration,1493-03-15,15111,41,4,14,"41 ans, 4 mois et 14 jours",Retour triomphal à Barcelone — accueil royal,exploration,retour,5,Christophe_Colomb
Christophe Colomb,1451-10-31,1506-05-20,IT,histoire-europe,renaissance,exploration,1498-08-01,17076,46,9,1,"46 ans, 9 mois et 1 jour",Touche le continent américain pour la première fois,exploration,decouverte,5,Christophe_Colomb
Christophe Colomb,1451-10-31,1506-05-20,IT,histoire-europe,renaissance,exploration,1506-05-20,19925,54,6,19,"54 ans, 6 mois et 19 jours",Meurt à Valladolid sans savoir qu'il a découvert un nouveau monde,exploration,mort,5,Christophe_Colomb
Roald Amundsen,1872-07-16,1928-06-18,NO,histoire-europe,xxe,exploration,1897-08-16,9162,25,1,,"25 ans, 1 mois et 0 jour",Participe à l'expédition Belgica — 1er hivernage en Antarctique,exploration,expedition,4,Roald_Amundsen
Roald Amundsen,1872-07-16,1928-06-18,NO,histoire-europe,xxe,exploration,1906-08-26,12459,34,1,10,"34 ans, 1 mois et 10 jours",Premier à franchir le passage du Nord-Ouest,exploration,record,5,Roald_Amundsen
Roald Amundsen,1872-07-16,1928-06-18,NO,histoire-europe,xxe,exploration,1910-08-09,13903,38,,24,"38 ans, 0 mois et 24 jours",Quitte Oslo pour le Pôle Sud — course avec Scott,exploration,depart,5,Roald_Amundsen
Roald Amundsen,1872-07-16,1928-06-18,NO,histoire-europe,xxe,exploration,1911-12-14,14395,39,4,29,"39 ans, 4 mois et 29 jours",Premier humain à atteindre le Pôle Sud,exploration,decouverte,5,Roald_Amundsen
Roald Amundsen,1872-07-16,1928-06-18,NO,histoire-europe,xxe,exploration,1926-05-12,19658,53,9,26,"53 ans, 9 mois et 26 jours",Survole le Pôle Nord en dirigeable Norge,exploration,record,4,Roald_Amundsen
Roald Amundsen,1872-07-16,1928-06-18,NO,histoire-europe,xxe,exploration,1928-06-18,20426,55,11,3,"55 ans, 11 mois et 3 jours",Disparaît en mer de Barents lors d'une mission de sauvetage,exploration,mort,5,Roald_Amundsen
Fernand de Magellan,1480-02-03,1521-04-27,PT,histoire-europe,renaissance,exploration,1505-01-01,9099,24,10,28,"24 ans, 10 mois et 28 jours",Participe aux expéditions portugaises en Inde et Malaisie,exploration,debut,3,Fernand_de_Magellan
Fernand de Magellan,1480-02-03,1521-04-27,PT,histoire-europe,renaissance,exploration,1517-10-20,13776,37,8,18,"37 ans, 8 mois et 18 jours",Propose son projet de tour du monde à Charles Ier d'Espagne,exploration,projet,4,Fernand_de_Magellan
Fernand de Magellan,1480-02-03,1521-04-27,PT,histoire-europe,renaissance,exploration,1519-09-20,14476,39,7,18,"39 ans, 7 mois et 18 jours",Quitte Séville avec 5 navires et 270 hommes,exploration,depart,5,Fernand_de_Magellan
Fernand de Magellan,1480-02-03,1521-04-27,PT,histoire-europe,renaissance,exploration,1520-10-21,14873,40,8,19,"40 ans, 8 mois et 19 jours",Découvre et franchit le détroit qui porte son nom,exploration,decouverte,5,Fernand_de_Magellan
