person_name,person_birthdate,person_deathdate,person_country,person_geo,person_period,person_tags,event_date,person_age_days,age_years,age_months,age_days_rem,age_label,description_fr,category,subcategory,importance,wikipedia_slug
Paul Gauguin,1848-06-07,1903-05-08,FR,histoire-france,xixe,arts-peinture,1897-01-01,17738,48,6,23,"48 ans, 6 mois et 23 jours",Peint D'où venons-nous ? Que sommes-nous ? — chef-d'oeuvre,arts,oeuvre,5,Paul_Gauguin
Paul Gauguin,1848-06-07,1903-05-08,FR,histoire-france,xixe,arts-peinture,1903-05-08,20058,54,11,,"54 ans, 11 mois et 0 jour",Meurt aux Marquises à 54 ans — pauvre et malade,arts,mort,4,Paul_Gauguin
Edgar Degas,1834-07-19,1917-09-27,FR,histoire-france,xixe,arts-peinture,1855-01-01,7469,20,5,11,"20 ans, 5 mois et 11 jours",Entre à l'École des Beaux-Arts de Paris,arts,formation,3,Edgar_Degas
Edgar Degas,1834-07-19,1917-09-27,FR,histoire-france,xixe,arts-peinture,1874-04-15,14515,39,8,27,"39 ans, 8 mois et 27 jours",Participe à la 1ère exposition impressionniste,arts,exposition,5,Edgar_Degas
Edgar Degas,1834-07-19,1917-09-27,FR,histoire-france,xixe,arts-peinture,1878-01-01,15870,43,5,12,"43 ans, 5 mois et 12 jours",Peint L'Absinthe — chef-d'oeuvre de la vie parisienne,arts,oeuvre,5,Edgar_Degas
Edgar Degas,1834-07-19,1917-09-27,FR,histoire-france,xixe,arts-peinture,1881-04-15,17072,46,8,27,"46 ans, 8 mois et 27 jours",Expose La Petite Danseuse de 14 ans — scandale,arts,exposition,4,Edgar_Degas
Edgar Degas,1834-07-19,1917-09-27,FR,histoire-france,xixe,arts-peinture,1917-09-27,30386,83,2,10,"83 ans, 2 mois et 10 jours",Meurt à Paris à 83 ans — presque aveugle,arts,mort,4,Edgar_Degas
Auguste Renoir,1841-02-25,1919-12-03,FR,histoire-france,xixe,arts-peinture,1862-01-01,7616,20,10,6,"20 ans, 10 mois et 6 jours",Entre dans l'atelier de Gleyre — rencontre Monet et Sisley,arts,formation,3,Pierre-Auguste_Renoir
Auguste Renoir,1841-02-25,1919-12-03,FR,histoire-france,xixe,arts-peinture,1874-04-15,12105,33,1,21,"33 ans, 1 mois et 21 jours",Participe à la 1ère exposition impressionniste,arts,exposition,5,Pierre-Auguste_Renoir
Auguste Renoir,1841-02-25,1919-12-03,FR,histoire-france,xixe,arts-peinture,1876-01-01,12730,34,10,7,"34 ans, 10 mois et 7 jours",Peint Le Moulin de la Galette — chef-d'oeuvre de la joie de vivre,arts,oeuvre,5,Pierre-Auguste_Renoir
Auguste Renoir,1841-02-25,1919-12-03,FR,histoire-france,xixe,arts-peinture,1881-01-01,14556,39,10,7,"39 ans, 10 mois et 7 jours",Voyage en Algérie et en Italie — évolution de son style,arts,voyage,3,Pierre-Auguste_Renoir
Auguste Renoir,1841-02-25,1919-12-03,FR,histoire-france,xixe,arts-peinture,1919-12-03,28773,78,9,10,"78 ans, 9 mois et 10 jours",Meurt à Cagnes-sur-Mer à 78 ans — mains déformées par l'arthrite,arts,mort,4,Pierre-Auguste_Renoir
Paul Cézanne,1839-01-19,1906-10-22,FR,histoire-france,xixe,arts-peinture,1861-04-01,8110,22,2,14,"22 ans, 2 mois et 14 jours",Quitte Aix-en-Provence pour Paris — rejoint Zola,arts,installation,3,Paul_Cézanne
Paul Cézanne,1839-01-19,1906-10-22,FR,histoire-france,xixe,arts-peinture,1874-04-15,12872,35,2,28,"35 ans, 2 mois et 28 jours",Participe à la 1ère exposition impressionniste,arts,exposition,4,Paul_Cézanne
Paul Cézanne,1839-01-19,1906-10-22,FR,histoire-france,xixe,arts-peinture,1882-01-01,15688,42,11,13,"42 ans, 11 mois et 13 jours",Rompt avec Zola — son ami l'a caricaturé dans L'Oeuvre,arts,rupture,4,Paul_Cézanne
Paul Cézanne,1839-01-19,1906-10-22,FR,histoire-france,xixe,arts-peinture,1895-11-01,20742,56,9,14,"56 ans, 9 mois et 14 jours",Première grande exposition chez Vollard — reconnaissance tardive,arts,exposition,5,Paul_Cézanne
Paul Cézanne,1839-01-19,1906-10-22,FR,histoire-france,xixe,arts-peinture,1906-10-22,24750,67,9,5,"67 ans, 9 mois et 5 jours",Meurt à Aix d'une pneumonie après avoir peint sous la pluie,arts,mort,4,Paul_Cézanne
Édouard Manet,1832-01-23,1883-04-30,FR,histoire-france,xixe,arts-peinture,1856-01-01,8744,23,11,9,"23 ans, 11 mois et 9 jours",Ouvre son propre atelier à Paris,arts,debut,3,Édouard_Manet
Édouard Manet,1832-01-23,1883-04-30,FR,histoire-france,xixe,arts-peinture,1863-05-15,11436,31,3,22,"31 ans, 3 mois et 22 jours",Le Déjeuner sur l'herbe au Salon des Refusés — scandale,arts,exposition,5,Édouard_Manet
Édouard Manet,1832-01-23,1883-04-30,FR,histoire-france,xixe,arts-peinture,1865-05-01,12153,33,3,8,"33 ans, 3 mois et 8 jours",Olympia au Salon — 2e scandale — révolution de la peinture moderne,arts,exposition,5,Édouard_Manet
Édouard Manet,1832-01-23,1883-04-30,FR,histoire-france,xixe,arts-peinture,1873-01-01,14953,40,11,8,"40 ans, 11 mois et 8 jours",Peint Le Bon Bock — premier succès public,arts,oeuvre,3,Édouard_Manet
Édouard Manet,1832-01-23,1883-04-30,FR,histoire-france,xixe,arts-peinture,1883-04-30,18726,51,3,7,"51 ans, 3 mois et 7 jours",Meurt à Paris à 51 ans — jamais exposé au Louvre de son vivant,arts,mort,4,Édouard_Manet
Henri de Toulouse-Lautrec,1864-11-24,1901-09-09,FR,histoire-france,xixe,arts-peinture,1882-01-01,6245,17,1,5,"17 ans, 1 mois et 5 jours",S'installe à Paris — entre dans l'atelier de Bonnat,arts,formation,3,Henri_de_Toulouse-Lautrec
Henri de Toulouse-Lautrec,1864-11-24,1901-09-09,FR,histoire-france,xixe,arts-peinture,1891-01-01,9532,26,1,5,"26 ans, 1 mois et 5 jours",Crée sa première affiche pour le Moulin Rouge — révolution graphique,arts,oeuvre,5,Henri_de_Toulouse-Lautrec
Henri de Toulouse-Lautrec,1864-11-24,1901-09-09,FR,histoire-france,xixe,arts-peinture,1893-01-01,10263,28,1,5,"28 ans, 1 mois et 5 jours",Expose au Salon des Indépendants — reconnu comme génie,arts,exposition,4,Henri_de_Toulouse-Lautrec
Henri de Toulouse-Lautrec,1864-11-24,1901-09-09,FR,histoire-france,xixe,arts-peinture,1899-02-17,12500,34,2,21,"34 ans, 2 mois et 21 jours",Interné dans une maison de santé — alcoolisme,arts,sante,4,Henri_de_Toulouse-Lautrec
Henri de Toulouse-Lautrec,1864-11-24,1901-09-09,FR,histoire-france,xixe,arts-peinture,1901-09-09,13438,36,9,15,"36 ans, 9 mois et 15 jours",Meurt à 36 ans dans le château familial,arts,mort,5,Henri_de_Toulouse-Lautrec
Auguste Rodin,1840-11-12,1917-11-17,FR,histoire-france,xixe,arts-peinture,1864-01-01,8449,23,1,18,"23 ans, 1 mois et 18 jours",Crée La Femme au casque de Troie — premier chef-d'oeuvre,arts,oeuvre,3,Auguste_Rodin
Auguste Rodin,1840-11-12,1917-11-17,FR,histoire-france,xixe,arts-peinture,1877-03-01,13258,36,3,17,"36 ans, 3 mois et 17 jours",Expose L'Âge d'airain — accusé d'avoir moulé sur un vrai corps,arts,exposition,4,Auguste_Rodin
Auguste Rodin,1840-11-12,1917-11-17,FR,histoire-france,xixe,arts-peinture,1880-08-01,14507,39,8,19,"39 ans, 8 mois et 19 jours",Commande de La Porte de l'Enfer — travaille dessus 37 ans,arts,commande,5,Auguste_Rodin
Auguste Rodin,1840-11-12,1917-11-17,FR,histoire-france,xixe,arts-peinture,1902-01-01,22328,61,1,17,"61 ans, 1 mois et 17 jours",Le Penseur exposé devant le Panthéon — icône mondiale,arts,exposition,5,Auguste_Rodin
Auguste Rodin,1840-11-12,1917-11-17,FR,histoire-france,xixe,arts-peinture,1917-11-17,28129,77,,5,"77 ans, 0 mois et 5 jours",Meurt à Meudon à 77 ans — lègue son oeuvre à l'État,arts,mort,4,Auguste_Rodin
Walt Disney,1901-12-05,1966-12-15,US,histoire-usa,xxe,arts-peinture,1923-10-16,7985,21,10,10,"21 ans, 10 mois et 10 jours",Fonde le Disney Brothers Studio à Hollywood avec son frère Roy,economie,creation,5,Walt_Disney
Walt Disney,1901-12-05,1966-12-15,US,histoire-usa,xxe,arts-peinture,1928-11-18,9845,26,11,14,"26 ans, 11 mois et 14 jours",Crée Mickey Mouse dans Steamboat Willie — premier son synchronisé,arts,creation,5,Walt_Disney
Walt Disney,1901-12-05,1966-12-15,US,histoire-usa,xxe,arts-peinture,1937-12-21,13165,36,,16,"36 ans, 0 mois et 16 jours",Sort Blanche-Neige — premier long-métrage d'animation de l'histoire,arts,oeuvre,5,Walt_Disney
Walt Disney,1901-12-05,1966-12-15,US,histoire-usa,xxe,arts-peinture,1955-07-17,19582,53,7,10,"53 ans, 7 mois et 10 jours",Inaugure Disneyland à Anaheim en Californie,economie,inauguration,5,Walt_Disney
Walt Disney,1901-12-05,1966-12-15,US,histoire-usa,xxe,arts-peinture,1966-12-15,23751,65,,10,"65 ans, 0 mois et 10 jours",Meurt d'un cancer à 65 ans — Disney World pas encore construit,arts,mort,5,Walt_Disney
Charles Baudelaire,1821-04-09,1867-08-31,FR,histoire-france,xixe,litterature,1841-06-09,7366,20,2,,"20 ans, 2 mois et 0 jour",Embarque pour un voyage aux Indes — influence ses poèmes exotiques,arts,voyage,3,Charles_Baudelaire
Charles Baudelaire,1821-04-09,1867-08-31,FR,histoire-france,xixe,litterature,1842-09-20,7834,21,5,11,"21 ans, 5 mois et 11 jours",Revient à Paris — hérite et commence la vie de dandy,arts,retour,3,Charles_Baudelaire
Charles Baudelaire,1821-04-09,1867-08-31,FR,histoire-france,xixe,litterature,1857-06-25,13226,36,2,16,"36 ans, 2 mois et 16 jours",Publie Les Fleurs du Mal — condamné pour outrage aux moeurs,arts,publication,5,Charles_Baudelaire
Charles Baudelaire,1821-04-09,1867-08-31,FR,histoire-france,xixe,litterature,1861-01-01,14510,39,8,22,"39 ans, 8 mois et 22 jours",Publie la 2e édition des Fleurs du Mal — enrichie,arts,publication,4,Charles_Baudelaire
Charles Baudelaire,1821-04-09,1867-08-31,FR,histoire-france,xixe,litterature,1867-08-31,16945,46,4,22,"46 ans, 4 mois et 22 jours",Meurt à Paris à 46 ans d'une paralysie — syphilis,arts,mort,5,Charles_Baudelaire
Arthur Rimbaud,1854-10-20,1891-11-10,FR,histoire-france,xixe,litterature,1870-08-29,5792,15,10,9,"15 ans, 10 mois et 9 jours",Fugue à Paris à 15 ans — premier poème publié,arts,debut,5,Arthur_Rimbaud
Arthur Rimbaud,1854-10-20,1891-11-10,FR,histoire-france,xixe,litterature,1871-05-15,6051,16,6,24,"16 ans, 6 mois et 24 jours",Écrit la Lettre du Voyant — révolution de la poésie,arts,publication,5,Arthur_Rimbaud
Arthur Rimbaud,1854-10-20,1891-11-10,FR,histoire-france,xixe,litterature,1872-07-01,6464,17,8,11,"17 ans, 8 mois et 11 jours",Part à Londres avec Verlaine — vie scandaleuse,arts,voyage,4,Arthur_Rimbaud
Arthur Rimbaud,1854-10-20,1891-11-10,FR,histoire-france,xixe,litterature,1873-06-01,6799,18,7,11,"18 ans, 7 mois et 11 jours",Publie Une Saison en Enfer — son unique livre publié de son vivant,arts,publication,5,Arthur_Rimbaud
Arthur Rimbaud,1854-10-20,1891-11-10,FR,histoire-france,xixe,litterature,1875-02-01,7406,20,3,9,"20 ans, 3 mois et 9 jours",Abandonne la littérature à 20 ans — part pour l'Afrique,arts,rupture,5,Arthur_Rimbaud
Arthur Rimbaud,1854-10-20,1891-11-10,FR,histoire-france,xixe,litterature,1891-11-10,13535,37,,21,"37 ans, 0 mois et 21 jours",Meurt à Marseille à 37 ans d'un cancer — amputé d'une jambe,arts,mort,5,Arthur_Rimbaud
Paul Verlaine,1844-03-30,1896-01-08,FR,histoire-france,xixe,litterature,1866-01-01,7945,21,9,1,"21 ans, 9 mois et 1 jour",Publie Poèmes saturniens — ses premiers vers remarqués,arts,publication,4,Paul_Verlaine
Paul Verlaine,1844-03-30,1896-01-08,FR,histoire-france,xixe,litterature,1870-08-11,9630,26,4,12,"26 ans, 4 mois et 12 jours",Épouse Mathilde Mauté — mariage qui tourne au désastre,arts,mariage,3,Paul_Verlaine
Paul Verlaine,1844-03-30,1896-01-08,FR,histoire-france,xixe,litterature,1871-09-10,10025,27,5,11,"27 ans, 5 mois et 11 jours",Rencontre Rimbaud — passion dévastatrice,arts,rencontre,5,Paul_Verlaine
Paul Verlaine,1844-03-30,1896-01-08,FR,histoire-france,xixe,litterature,1873-07-10,10694,29,3,10,"29 ans, 3 mois et 10 jours",Tire deux coups de pistolet sur Rimbaud — emprisonné 2 ans,arts,incident,5,Paul_Verlaine
Paul Verlaine,1844-03-30,1896-01-08,FR,histoire-france,xixe,litterature,1880-01-01,13059,35,9,2,"35 ans, 9 mois et 2 jours",Publie Sagesse — conversion catholique après la prison,arts,publication,4,Paul_Verlaine
Paul Verlaine,1844-03-30,1896-01-08,FR,histoire-france,xixe,litterature,1896-01-08,18910,51,9,9,"51 ans, 9 mois et 9 jours",Meurt à Paris à 51 ans dans la misère,arts,mort,4,Paul_Verlaine
Miguel de Cervantes,1547-09-29,1616-04-22,ES,histoire-europe,renaissance,litterature,1571-10-07,8774,24,,8,"24 ans, 0 mois et 8 jours",Combat à la bataille de Lépante — perd l'usage de la main gauche,guerre,bataille,5,Miguel_de_Cervantes
Miguel de Cervantes,1547-09-29,1616-04-22,ES,histoire-europe,renaissance,litterature,1575-09-26,10224,27,11,28,"27 ans, 11 mois et 28 jours",Capturé par des pirates barbaresques — 5 ans d'esclavage à Alger,arts,captivite,5,Miguel_de_Cervantes
Miguel de Cervantes,1547-09-29,1616-04-22,ES,histoire-europe,renaissance,litterature,1580-09-19,12044,32,11,21,"32 ans, 11 mois et 21 jours",Libéré après paiement d'une rançon — retour en Espagne,arts,liberation,4,Miguel_de_Cervantes
Miguel de Cervantes,1547-09-29,1616-04-22,ES,histoire-europe,renaissance,litterature,1605-01-16,20927,57,3,16,"57 ans, 3 mois et 16 jours",Publie Don Quichotte tome 1 — premier roman moderne,arts,publication,5,Miguel_de_Cervantes
Miguel de Cervantes,1547-09-29,1616-04-22,ES,histoire-europe,renaissance,litterature,1615-10-30,24868,68,1,,"68 ans, 1 mois et 0 jour",Publie Don Quichotte tome 2 — achève son chef-d'oeuvre,arts,publication,5,Miguel_de_Cervantes
Miguel de Cervantes,1547-09-29,1616-04-22,ES,histoire-europe,renaissance,litterature,1616-04-22,25043,68,6,23,"68 ans, 6 mois et 23 jours",Meurt à Madrid à 68 ans — même jour que Shakespeare,arts,mort,5,Miguel_de_Cervantes
François Mauriac,1885-10-11,1970-09-01,FR,histoire-france,xxe,litterature,1913-01-01,9942,27,2,20,"27 ans, 2 mois et 20 jours",Publie L'Enfant chargé de chaînes — premier roman,arts,publication,3,François_Mauriac
François Mauriac,1885-10-11,1970-09-01,FR,histoire-france,xxe,litterature,1923-10-01,13869,37,11,20,"37 ans, 11 mois et 20 jours",Publie Génitrix — chef-d'oeuvre du roman catholique,arts,publication,5,François_Mauriac
François Mauriac,1885-10-11,1970-09-01,FR,histoire-france,xxe,litterature,1932-10-01,17157,46,11,21,"46 ans, 11 mois et 21 jours",Publie Le Noeud de vipères — son roman le plus célèbre,arts,publication,5,François_Mauriac
François Mauriac,1885-10-11,1970-09-01,FR,histoire-france,xxe,litterature,1952-12-10,24532,67,2,,"67 ans, 2 mois et 0 jour",Reçoit le Prix Nobel de Littérature,arts,prix,5,François_Mauriac
