person_name,person_birthdate,person_deathdate,person_country,person_geo,person_period,person_tags,event_date,person_age_days,age_years,age_months,age_days_rem,age_label,description_fr,category,subcategory,importance,wikipedia_slug
Emmy Noether,1882-03-23,1935-04-14,DE,histoire-europe,xxe,science-medecine,1933-04-07,18643,51,,16,"51 ans, 0 mois et 16 jours",Chassee de son poste par les nazis — part aux Etats-Unis,science,exil,5,Emmy_Noether
Emmy Noether,1882-03-23,1935-04-14,DE,histoire-europe,xxe,science-medecine,1935-04-14,19380,53,,22,"53 ans, 0 mois et 22 jours",Meurt a Bryn Mawr a 53 ans — Einstein salue la plus grande mathematicienne,science,mort,5,Emmy_Noether
Tim Berners-Lee,1955-06-08,,GB,histoire-europe,contemporain,science-medecine,1976-06-01,7664,20,11,24,"20 ans, 11 mois et 24 jours",Diplome de physique a Oxford a 21 ans,science,diplome,3,Tim_Berners-Lee
Tim Berners-Lee,1955-06-08,,GB,histoire-europe,contemporain,science-medecine,1989-03-12,12331,33,9,4,"33 ans, 9 mois et 4 jours",Propose le World Wide Web au CERN — memo intitule Vague mais excitant,science,invention,5,Tim_Berners-Lee
Tim Berners-Lee,1955-06-08,,GB,histoire-europe,contemporain,science-medecine,1991-08-06,13208,36,1,28,"36 ans, 1 mois et 28 jours",Met en ligne le premier site web de l'histoire,science,invention,5,Tim_Berners-Lee
Tim Berners-Lee,1955-06-08,,GB,histoire-europe,contemporain,science-medecine,1994-10-01,14360,39,3,24,"39 ans, 3 mois et 24 jours",Fonde le W3C pour garder le Web ouvert et gratuit,science,fondation,5,Tim_Berners-Lee
Tim Berners-Lee,1955-06-08,,GB,histoire-europe,contemporain,science-medecine,2017-06-06,22644,61,11,29,"61 ans, 11 mois et 29 jours",Recoit le Prix Turing — Nobel de l'informatique,science,prix,5,Tim_Berners-Lee
Francis Crick,1916-06-08,2004-07-28,GB,histoire-europe,xxe,science-medecine,1949-01-01,11893,32,6,22,"32 ans, 6 mois et 22 jours",Rejoint le laboratoire Cavendish de Cambridge pour etudier l'ADN,science,formation,3,Francis_Crick
Francis Crick,1916-06-08,2004-07-28,GB,histoire-europe,xxe,science-medecine,1953-04-25,13470,36,10,16,"36 ans, 10 mois et 16 jours",Co-publie la structure en double helice de l'ADN avec Watson,science,decouverte,5,Francis_Crick
Francis Crick,1916-06-08,2004-07-28,GB,histoire-europe,xxe,science-medecine,1962-12-10,16986,46,6,2,"46 ans, 6 mois et 2 jours",Recoit le Nobel de Medecine avec Watson et Wilkins,science,prix,5,Francis_Crick
Francis Crick,1916-06-08,2004-07-28,GB,histoire-europe,xxe,science-medecine,1994-01-01,28329,77,6,22,"77 ans, 6 mois et 22 jours",Publie The Astonishing Hypothesis sur la conscience,science,publication,4,Francis_Crick
Francis Crick,1916-06-08,2004-07-28,GB,histoire-europe,xxe,science-medecine,2004-07-28,32192,88,1,19,"88 ans, 1 mois et 19 jours",Meurt a San Diego a 88 ans,science,mort,3,Francis_Crick
Olympe de Gouges,1748-05-07,1793-11-03,FR,histoire-france,xviie-xviiie,politique,1784-01-01,13021,35,7,24,"35 ans, 7 mois et 24 jours",Publie sa premiere piece de theatre contre l'esclavage,arts,publication,4,Olympe_de_Gouges
Olympe de Gouges,1748-05-07,1793-11-03,FR,histoire-france,xviie-xviiie,politique,1789-10-01,15122,41,4,25,"41 ans, 4 mois et 25 jours",Redige des pamphlets pour la cause des femmes et des esclaves,pouvoir,publication,4,Olympe_de_Gouges
Olympe de Gouges,1748-05-07,1793-11-03,FR,histoire-france,xviie-xviiie,politique,1791-09-14,15835,43,4,8,"43 ans, 4 mois et 8 jours",Publie la Declaration des droits de la femme et de la citoyenne,pouvoir,publication,5,Olympe_de_Gouges
Olympe de Gouges,1748-05-07,1793-11-03,FR,histoire-france,xviie-xviiie,politique,1792-12-15,16293,44,7,8,"44 ans, 7 mois et 8 jours",Defend Louis XVI devant le Tribunal revolutionnaire,pouvoir,defense,4,Olympe_de_Gouges
Olympe de Gouges,1748-05-07,1793-11-03,FR,histoire-france,xviie-xviiie,politique,1793-11-03,16616,45,5,27,"45 ans, 5 mois et 27 jours",Guillotinee a Paris a 45 ans — martyre du feminisme,pouvoir,mort,5,Olympe_de_Gouges
Jean Moulin,1899-06-20,1943-07-08,FR,histoire-france,xxe,politique,1925-01-22,9346,25,7,1,"25 ans, 7 mois et 1 jour",Devient le plus jeune prefet de France a 25 ans,pouvoir,nomination,4,Jean_Moulin
Jean Moulin,1899-06-20,1943-07-08,FR,histoire-france,xxe,politique,1940-06-17,14973,40,11,28,"40 ans, 11 mois et 28 jours",Refuse de signer un faux document nazi — se tranche la gorge,pouvoir,resistance,5,Jean_Moulin
Jean Moulin,1899-06-20,1943-07-08,FR,histoire-france,xxe,politique,1941-10-25,15468,42,4,6,"42 ans, 4 mois et 6 jours",Rencontre de Gaulle a Londres — mission de reunir la Resistance,pouvoir,mission,5,Jean_Moulin
Jean Moulin,1899-06-20,1943-07-08,FR,histoire-france,xxe,politique,1943-05-27,16047,43,11,7,"43 ans, 11 mois et 7 jours",Preside le Conseil National de la Resistance — unite accomplie,pouvoir,victoire,5,Jean_Moulin
Jean Moulin,1899-06-20,1943-07-08,FR,histoire-france,xxe,politique,1943-07-08,16089,44,,18,"44 ans, 0 mois et 18 jours",Meurt sous la torture gestapo a Metz a 44 ans,pouvoir,mort,5,Jean_Moulin
Sophie Scholl,1921-05-09,1943-02-22,DE,histoire-europe,xxe,politique,1937-01-01,5714,15,7,22,"15 ans, 7 mois et 22 jours",Arretee par la Gestapo pour activites de jeunesse chretienne a 15 ans,pouvoir,arrestation,4,Sophie_Scholl
Sophie Scholl,1921-05-09,1943-02-22,DE,histoire-europe,xxe,politique,1942-06-27,7719,21,1,18,"21 ans, 1 mois et 18 jours",Co-fonde la Rose Blanche — resistance non-violente au nazisme,pouvoir,creation,5,Sophie_Scholl
Sophie Scholl,1921-05-09,1943-02-22,DE,histoire-europe,xxe,politique,1943-02-18,7952,21,9,8,"21 ans, 9 mois et 8 jours",Distribue des tracts anti-nazis a l'universite de Munich a 21 ans,pouvoir,resistance,5,Sophie_Scholl
Sophie Scholl,1921-05-09,1943-02-22,DE,histoire-europe,xxe,politique,1943-02-22,7956,21,9,12,"21 ans, 9 mois et 12 jours",Guillotinee a Munich a 21 ans avec son frere Hans,pouvoir,mort,5,Sophie_Scholl
Anne Frank,1929-06-12,1945-02-01,DE,histoire-europe,xxe,litterature,1933-03-01,1358,3,8,19,"3 ans, 8 mois et 19 jours",Fuit l'Allemagne nazie avec sa famille — s'installe a Amsterdam a 3 ans,pouvoir,exil,3,Anne_Frank
Anne Frank,1929-06-12,1945-02-01,DE,histoire-europe,xxe,litterature,1942-07-06,4772,13,,24,"13 ans, 0 mois et 24 jours",Entre en clandestinite dans l'Annexe secrete avec sa famille a 13 ans,pouvoir,clandestinite,5,Anne_Frank
Anne Frank,1929-06-12,1945-02-01,DE,histoire-europe,xxe,litterature,1942-07-12,4778,13,,30,"13 ans, 0 mois et 30 jours",Commence a ecrire son journal intime — temoin de l'Histoire,arts,journal,5,Anne_Frank
Anne Frank,1929-06-12,1945-02-01,DE,histoire-europe,xxe,litterature,1944-08-04,5532,15,1,23,"15 ans, 1 mois et 23 jours",Decouverte et arretee par la Gestapo a 15 ans,pouvoir,arrestation,5,Anne_Frank
Anne Frank,1929-06-12,1945-02-01,DE,histoire-europe,xxe,litterature,1945-02-01,5710,15,7,18,"15 ans, 7 mois et 18 jours",Meurt du typhus a Bergen-Belsen a 15 ans — son journal sera publie,arts,mort,5,Anne_Frank
Jean Jaures,1859-09-03,1914-07-31,FR,histoire-france,xixe,politique,1877-08-01,6542,17,10,28,"17 ans, 10 mois et 28 jours",Recu 1er au concours de l'Ecole normale superieure a 17 ans,science,concours,5,Jean_Jaurès
Jean Jaures,1859-09-03,1914-07-31,FR,histoire-france,xixe,politique,1885-10-04,9528,26,1,1,"26 ans, 1 mois et 1 jour",Elu depute a 25 ans — plus jeune depute de France,pouvoir,election,5,Jean_Jaurès
Jean Jaures,1859-09-03,1914-07-31,FR,histoire-france,xixe,politique,1898-01-18,14015,38,4,14,"38 ans, 4 mois et 14 jours",Publie Les Preuves — soutient Dreyfus face au nationalisme,pouvoir,publication,5,Jean_Jaurès
Jean Jaures,1859-09-03,1914-07-31,FR,histoire-france,xixe,politique,1904-04-18,16299,44,7,14,"44 ans, 7 mois et 14 jours",Fonde le journal L'Humanite,pouvoir,creation,4,Jean_Jaurès
Jean Jaures,1859-09-03,1914-07-31,FR,histoire-france,xixe,politique,1914-07-31,20055,54,10,27,"54 ans, 10 mois et 27 jours",Assassine a Paris a 54 ans — la veille de la declaration de guerre,pouvoir,mort,5,Jean_Jaurès
Serge Gainsbourg,1928-04-02,1991-03-02,FR,histoire-france,contemporain,musique-opera,1954-01-01,9403,25,8,28,"25 ans, 8 mois et 28 jours",Commence a jouer du piano dans les bars parisiens a 25 ans,arts,debut,3,Serge_Gainsbourg
Serge Gainsbourg,1928-04-02,1991-03-02,FR,histoire-france,contemporain,musique-opera,1958-03-21,10945,29,11,18,"29 ans, 11 mois et 18 jours",Sort son premier album Le Poinconneur des Lilas,arts,publication,4,Serge_Gainsbourg
Serge Gainsbourg,1928-04-02,1991-03-02,FR,histoire-france,contemporain,musique-opera,1969-01-28,14909,40,9,25,"40 ans, 9 mois et 25 jours",Je t'aime moi non plus avec Jane Birkin — scandale mondial,arts,enregistrement,5,Serge_Gainsbourg
Serge Gainsbourg,1928-04-02,1991-03-02,FR,histoire-france,contemporain,musique-opera,1979-03-10,18604,50,11,7,"50 ans, 11 mois et 7 jours",Publie L'Homme a tete de chou — chef-d'oeuvre concept,arts,publication,5,Serge_Gainsbourg
Serge Gainsbourg,1928-04-02,1991-03-02,FR,histoire-france,contemporain,musique-opera,1984-12-10,20706,56,8,8,"56 ans, 8 mois et 8 jours",Brule un billet de 500 francs a la television — provocation culte,arts,provocation,4,Serge_Gainsbourg
Serge Gainsbourg,1928-04-02,1991-03-02,FR,histoire-france,contemporain,musique-opera,1991-03-02,22979,62,10,29,"62 ans, 10 mois et 29 jours",Meurt a Paris a 62 ans — la France pleure son mauvais garcon,arts,mort,5,Serge_Gainsbourg
Johnny Hallyday,1943-06-15,2017-12-05,FR,histoire-france,contemporain,musique-opera,1957-01-01,4947,13,6,16,"13 ans, 6 mois et 16 jours",Monte sur scene pour la premiere fois a 13 ans,arts,debut,4,Johnny_Hallyday
Johnny Hallyday,1943-06-15,2017-12-05,FR,histoire-france,contemporain,musique-opera,1960-03-18,6121,16,9,3,"16 ans, 9 mois et 3 jours",Tourne Souvenirs souvenirs — rock francais est ne a 16 ans,arts,enregistrement,5,Johnny_Hallyday
Johnny Hallyday,1943-06-15,2017-12-05,FR,histoire-france,contemporain,musique-opera,1963-06-22,7312,20,,7,"20 ans, 0 mois et 7 jours",Concert a la Nation — 150 000 personnes a Paris a 19 ans,arts,concert,5,Johnny_Hallyday
Johnny Hallyday,1943-06-15,2017-12-05,FR,histoire-france,contemporain,musique-opera,1998-07-12,20116,55,,28,"55 ans, 0 mois et 28 jours",Chante au Stade de France pour le titre mondial — 80 000 personnes,arts,concert,4,Johnny_Hallyday
Johnny Hallyday,1943-06-15,2017-12-05,FR,histoire-france,contemporain,musique-opera,2017-12-05,27202,74,5,21,"74 ans, 5 mois et 21 jours",Meurt d'un cancer a 74 ans — deuil national en France,arts,mort,5,Johnny_Hallyday
Claude Francois,1939-02-01,1978-03-11,FR,histoire-france,contemporain,musique-opera,1961-01-01,8006,21,11,1,"21 ans, 11 mois et 1 jour",Arrive a Paris depuis l'Egypte — commence comme batteur,arts,debut,3,Claude_François
Claude Francois,1939-02-01,1978-03-11,FR,histoire-france,contemporain,musique-opera,1962-09-01,8616,23,7,2,"23 ans, 7 mois et 2 jours",Bientot j'epouse Isabelle — premier succes a 23 ans,arts,enregistrement,4,Claude_François
Claude Francois,1939-02-01,1978-03-11,FR,histoire-france,contemporain,musique-opera,1967-01-01,10197,27,11,1,"27 ans, 11 mois et 1 jour",Cree Alexandrie Alexandra — hymne eternel,arts,enregistrement,5,Claude_François
Claude Francois,1939-02-01,1978-03-11,FR,histoire-france,contemporain,musique-opera,1974-11-01,13060,35,9,3,"35 ans, 9 mois et 3 jours",Compose My Way avec Paul Anka — la plus jouee de l'histoire,arts,creation,5,Claude_François
Claude Francois,1939-02-01,1978-03-11,FR,histoire-france,contemporain,musique-opera,1978-03-11,14286,39,1,11,"39 ans, 1 mois et 11 jours",Meurt electrocute dans sa baignoire a Paris a 39 ans,arts,mort,5,Claude_François
Dalida,1933-01-17,1987-05-03,EG,histoire-france,contemporain,musique-opera,1954-09-24,7922,21,8,8,"21 ans, 8 mois et 8 jours",Couronnee Miss Egypte a 21 ans,arts,distinction,3,Dalida
Dalida,1933-01-17,1987-05-03,EG,histoire-france,contemporain,musique-opera,1956-11-30,8720,23,10,15,"23 ans, 10 mois et 15 jours",Bambino — premier grand succes international,arts,enregistrement,5,Dalida
Dalida,1933-01-17,1987-05-03,EG,histoire-france,contemporain,musique-opera,1967-01-27,12428,34,,10,"34 ans, 0 mois et 10 jours",Son compagnon Luigi Tenco se suicide lors de Sanremo,arts,drame,5,Dalida
Dalida,1933-01-17,1987-05-03,EG,histoire-france,contemporain,musique-opera,1975-06-07,15483,42,4,21,"42 ans, 4 mois et 21 jours",Gigi l'Amoroso — renaissance artistique,arts,enregistrement,4,Dalida
Dalida,1933-01-17,1987-05-03,EG,histoire-france,contemporain,musique-opera,1987-05-03,19831,54,3,16,"54 ans, 3 mois et 16 jours",Meurt a Paris a 54 ans — suicide apres des annees de deuils,arts,mort,5,Dalida
Antoine de Saint-Exupery,1900-06-29,1944-07-31,FR,histoire-france,xxe,litterature,1921-04-01,7581,20,9,2,"20 ans, 9 mois et 2 jours",Obtient son brevet de pilote militaire a 20 ans,exploration,brevet,4,Antoine_de_Saint-Exupéry
Antoine de Saint-Exupery,1900-06-29,1944-07-31,FR,histoire-france,xxe,litterature,1929-11-01,10717,29,4,3,"29 ans, 4 mois et 3 jours",Publie Courrier Sud — son premier roman d'aviateur,arts,publication,3,Antoine_de_Saint-Exupéry
Antoine de Saint-Exupery,1900-06-29,1944-07-31,FR,histoire-france,xxe,litterature,1931-03-13,11214,30,8,13,"30 ans, 8 mois et 13 jours",Publie Vol de nuit — Prix Femina,arts,publication,5,Antoine_de_Saint-Exupéry
Antoine de Saint-Exupery,1900-06-29,1944-07-31,FR,histoire-france,xxe,litterature,1943-04-06,15621,42,9,7,"42 ans, 9 mois et 7 jours",Publie Le Petit Prince a New York — chef-d'oeuvre universel,arts,publication,5,Antoine_de_Saint-Exupéry
Antoine de Saint-Exupery,1900-06-29,1944-07-31,FR,histoire-france,xxe,litterature,1944-07-31,16103,44,1,1,"44 ans, 1 mois et 1 jour",Disparait en mission de reconnaissance au-dessus de la Mediterranee,exploration,mort,5,Antoine_de_Saint-Exupéry
Jules Verne,1828-02-08,1905-03-24,FR,histoire-france,xixe,litterature,1848-11-01,7574,20,8,25,"20 ans, 8 mois et 25 jours",Arrive a Paris pour faire du droit — ecrit des pieces de theatre,arts,debut,3,Jules_Verne
Jules Verne,1828-02-08,1905-03-24,FR,histoire-france,xixe,litterature,1863-01-31,12776,34,11,23,"34 ans, 11 mois et 23 jours",Publie Cinq semaines en ballon — naissance du roman d'anticipation,arts,publication,5,Jules_Verne
Jules Verne,1828-02-08,1905-03-24,FR,histoire-france,xixe,litterature,1864-11-25,13442,36,9,19,"36 ans, 9 mois et 19 jours",Publie Voyage au centre de la Terre,arts,publication,5,Jules_Verne
Jules Verne,1828-02-08,1905-03-24,FR,histoire-france,xixe,litterature,1865-09-20,13741,37,7,13,"37 ans, 7 mois et 13 jours",Publie De la Terre a la Lune — predit Apollo avec 100 ans d'avance,arts,publication,5,Jules_Verne
Jules Verne,1828-02-08,1905-03-24,FR,histoire-france,xixe,litterature,1872-01-01,16034,43,10,24,"43 ans, 10 mois et 24 jours",Publie Le Tour du monde en 80 jours — best-seller mondial,arts,publication,5,Jules_Verne
Jules Verne,1828-02-08,1905-03-24,FR,histoire-france,xixe,litterature,1905-03-24,28171,77,1,16,"77 ans, 1 mois et 16 jours",Meurt a Amiens a 77 ans — 60 romans publies,arts,mort,4,Jules_Verne
Guy de Maupassant,1850-08-05,1893-07-06,FR,histoire-france,xixe,litterature,1869-11-01,7028,19,2,28,"19 ans, 2 mois et 28 jours",Monte a Paris — devient l'eleve de Flaubert a 19 ans,arts,formation,4,Guy_de_Maupassant
Guy de Maupassant,1850-08-05,1893-07-06,FR,histoire-france,xixe,litterature,1880-04-16,10847,29,8,11,"29 ans, 8 mois et 11 jours",Publie Boule de Suif — chef-d'oeuvre de la nouvelle realiste a 29 ans,arts,publication,5,Guy_de_Maupassant
Guy de Maupassant,1850-08-05,1893-07-06,FR,histoire-france,xixe,litterature,1883-05-01,11957,32,8,25,"32 ans, 8 mois et 25 jours",Publie Une Vie — son premier roman majeur,arts,publication,4,Guy_de_Maupassant
Guy de Maupassant,1850-08-05,1893-07-06,FR,histoire-france,xixe,litterature,1885-05-14,12701,34,9,9,"34 ans, 9 mois et 9 jours",Publie Bel-Ami — satire de la presse et des moeurs,arts,publication,5,Guy_de_Maupassant
Guy de Maupassant,1850-08-05,1893-07-06,FR,histoire-france,xixe,litterature,1893-07-06,15676,42,11,1,"42 ans, 11 mois et 1 jour",Meurt a Paris a 42 ans — syphilis et folie,arts,mort,5,Guy_de_Maupassant
Lady Diana Spencer,1961-07-01,1997-08-31,GB,histoire-europe,contemporain,politique,1979-09-01,6636,18,2,1,"18 ans, 2 mois et 1 jour",Commence a travailler comme assistante maternelle a 18 ans,arts,debut,2,Diana_Spencer
Lady Diana Spencer,1961-07-01,1997-08-31,GB,histoire-europe,contemporain,politique,1981-07-29,7333,20,,28,"20 ans, 0 mois et 28 jours",Epouse le prince Charles a la cathedrale Saint-Paul a 20 ans,pouvoir,mariage,5,Diana_Spencer
Lady Diana Spencer,1961-07-01,1997-08-31,GB,histoire-europe,contemporain,politique,1987-04-09,9413,25,9,8,"25 ans, 9 mois et 8 jours",Serre la main d'un malade du sida — combat les prejuges,pouvoir,engagement,5,Diana_Spencer
Lady Diana Spencer,1961-07-01,1997-08-31,GB,histoire-europe,contemporain,politique,1996-08-28,12842,35,1,28,"35 ans, 1 mois et 28 jours",Divorce du prince Charles — liberte retrouvee,pouvoir,divorce,4,Diana_Spencer
Lady Diana Spencer,1961-07-01,1997-08-31,GB,histoire-europe,contemporain,politique,1997-08-31,13210,36,2,,"36 ans, 2 mois et 0 jour",Meurt dans un accident a Paris a 36 ans — deuil mondial,pouvoir,mort,5,Diana_Spencer
Jane Austen,1775-12-16,1817-07-18,GB,histoire-europe,xixe,litterature,1787-01-01,4032,11,,15,"11 ans, 0 mois et 15 jours",Commence a ecrire ses premiers textes a 11 ans,arts,debut,3,Jane_Austen
