person_name,person_birthdate,person_deathdate,person_country,person_geo,person_period,person_tags,event_date,person_age_days,age_years,age_months,age_days_rem,age_label,description_fr,category,subcategory,importance,wikipedia_slug
Georges Pompidou,1911-07-05,1974-04-02,FR,histoire-france,xxe,politique,1968-05-27,20781,56,10,22,"56 ans, 10 mois et 22 jours",Négocie les accords de Grenelle — fin de Mai 68,pouvoir,negotiation,5,Georges_Pompidou
Georges Pompidou,1911-07-05,1974-04-02,FR,histoire-france,xxe,politique,1969-06-20,21170,57,11,16,"57 ans, 11 mois et 16 jours",Élu président de la République après la démission de de Gaulle,pouvoir,election,5,Georges_Pompidou
Georges Pompidou,1911-07-05,1974-04-02,FR,histoire-france,xxe,politique,1974-04-02,22917,62,8,28,"62 ans, 8 mois et 28 jours",Meurt en exercice à Paris — leucémie,pouvoir,mort,5,Georges_Pompidou
Valéry Giscard d'Estaing,1926-02-02,2020-12-02,FR,histoire-france,contemporain,politique,1962-01-18,13135,35,11,17,"35 ans, 11 mois et 17 jours",Nommé secrétaire d'État au Budget à 35 ans,pouvoir,nomination,4,Valéry_Giscard_d'Estaing
Valéry Giscard d'Estaing,1926-02-02,2020-12-02,FR,histoire-france,contemporain,politique,1974-05-19,17641,48,3,17,"48 ans, 3 mois et 17 jours",Élu président de la République — le plus jeune de l'histoire,pouvoir,election,5,Valéry_Giscard_d'Estaing
Valéry Giscard d'Estaing,1926-02-02,2020-12-02,FR,histoire-france,contemporain,politique,1975-01-17,17882,48,11,15,"48 ans, 11 mois et 15 jours",Promulgue la loi Veil légalisant l'avortement,pouvoir,loi,5,Valéry_Giscard_d'Estaing
Valéry Giscard d'Estaing,1926-02-02,2020-12-02,FR,histoire-france,contemporain,politique,2020-12-02,34640,94,10,2,"94 ans, 10 mois et 2 jours",Meurt du Covid à 94 ans — dernier président vivant de la Ve République,pouvoir,mort,4,Valéry_Giscard_d'Estaing
François Mitterrand,1916-10-26,1996-01-08,FR,histoire-france,xxe,politique,1965-12-19,17951,49,1,23,"49 ans, 1 mois et 23 jours",Candidat face à de Gaulle — met le général en ballottage,pouvoir,election,4,François_Mitterrand
François Mitterrand,1916-10-26,1996-01-08,FR,histoire-france,xxe,politique,1981-05-10,23572,64,6,13,"64 ans, 6 mois et 13 jours",Élu président de la République — première alternance de la Ve,pouvoir,election,5,François_Mitterrand
François Mitterrand,1916-10-26,1996-01-08,FR,histoire-france,xxe,politique,1986-03-23,25350,69,4,26,"69 ans, 4 mois et 26 jours",Inaugure la cohabitation avec Chirac comme Premier ministre,pouvoir,cohabitation,4,François_Mitterrand
François Mitterrand,1916-10-26,1996-01-08,FR,histoire-france,xxe,politique,1996-01-08,28927,79,2,12,"79 ans, 2 mois et 12 jours",Meurt à Paris — 14 ans de présidence,pouvoir,mort,5,François_Mitterrand
Nicolas Sarkozy,1955-01-28,,FR,histoire-france,contemporain,politique,1983-04-01,10292,28,2,4,"28 ans, 2 mois et 4 jours",Élu maire de Neuilly-sur-Seine à 28 ans,pouvoir,election,4,Nicolas_Sarkozy
Nicolas Sarkozy,1955-01-28,,FR,histoire-france,contemporain,politique,2007-05-06,19093,52,3,8,"52 ans, 3 mois et 8 jours",Élu président de la République face à Ségolène Royal,pouvoir,election,5,Nicolas_Sarkozy
Nicolas Sarkozy,1955-01-28,,FR,histoire-france,contemporain,politique,2008-09-01,19577,53,7,5,"53 ans, 7 mois et 5 jours",Préside l'Union européenne lors de la crise financière mondiale,pouvoir,presidence,4,Nicolas_Sarkozy
Nicolas Sarkozy,1955-01-28,,FR,histoire-france,contemporain,politique,2021-03-01,24141,66,1,4,"66 ans, 1 mois et 4 jours",Condamné à 3 ans de prison pour corruption — premier ex-président condamné,pouvoir,condamnation,5,Nicolas_Sarkozy
Emmanuel Macron,1977-12-21,,FR,histoire-france,contemporain,politique,2014-08-26,13397,36,8,4,"36 ans, 8 mois et 4 jours",Nommé ministre de l'Économie à 36 ans,pouvoir,nomination,4,Emmanuel_Macron
Emmanuel Macron,1977-12-21,,FR,histoire-france,contemporain,politique,2016-04-06,13986,38,3,15,"38 ans, 3 mois et 15 jours",Fonde le mouvement En Marche !,pouvoir,creation,4,Emmanuel_Macron
Emmanuel Macron,1977-12-21,,FR,histoire-france,contemporain,politique,2017-05-07,14382,39,4,16,"39 ans, 4 mois et 16 jours",Élu président de la République à 39 ans — plus jeune de l'histoire,pouvoir,election,5,Emmanuel_Macron
Emmanuel Macron,1977-12-21,,FR,histoire-france,contemporain,politique,2019-04-15,15090,41,3,23,"41 ans, 3 mois et 23 jours",Gère l'incendie de Notre-Dame de Paris,pouvoir,crise,4,Emmanuel_Macron
Vladimir Poutine,1952-10-07,,RU,histoire-europe,contemporain,politique,1998-07-25,16727,45,9,17,"45 ans, 9 mois et 17 jours",Nommé directeur du FSB (ex-KGB) par Eltsine,pouvoir,nomination,4,Vladimir_Poutine
Vladimir Poutine,1952-10-07,,RU,histoire-europe,contemporain,politique,1999-12-31,17251,47,2,24,"47 ans, 2 mois et 24 jours",Nommé président par intérim — Eltsine démissionne,pouvoir,nomination,5,Vladimir_Poutine
Vladimir Poutine,1952-10-07,,RU,histoire-europe,contemporain,politique,2000-03-26,17337,47,5,18,"47 ans, 5 mois et 18 jours",Élu président de la Russie au premier tour,pouvoir,election,5,Vladimir_Poutine
Vladimir Poutine,1952-10-07,,RU,histoire-europe,contemporain,politique,2022-02-24,25339,69,4,15,"69 ans, 4 mois et 15 jours",Lance l'invasion de l'Ukraine — guerre en Europe,pouvoir,guerre,5,Vladimir_Poutine
Angela Merkel,1954-07-17,,DE,histoire-europe,contemporain,politique,1991-01-18,13332,36,6,,"36 ans, 6 mois et 0 jour",Nommée ministre des Femmes par Helmut Kohl,pouvoir,nomination,4,Angela_Merkel
Angela Merkel,1954-07-17,,DE,histoire-europe,contemporain,politique,2005-11-22,18756,51,4,7,"51 ans, 4 mois et 7 jours",Devient première femme chancelière d'Allemagne,pouvoir,election,5,Angela_Merkel
Angela Merkel,1954-07-17,,DE,histoire-europe,contemporain,politique,2015-09-04,22329,61,1,18,"61 ans, 1 mois et 18 jours",Ouvre les frontières aux réfugiés syriens,pouvoir,decision,5,Angela_Merkel
Angela Merkel,1954-07-17,,DE,histoire-europe,contemporain,politique,2021-09-26,24543,67,2,11,"67 ans, 2 mois et 11 jours",Quitte le pouvoir après 16 ans — dernière apparition officielle,pouvoir,depart,4,Angela_Merkel
Reine Elizabeth II,1926-04-21,2022-09-08,GB,histoire-europe,contemporain,politique,1947-11-20,7883,21,6,30,"21 ans, 6 mois et 30 jours",Épouse Philip Mountbatten à l'Abbaye de Westminster,pouvoir,mariage,4,Élisabeth_II
Reine Elizabeth II,1926-04-21,2022-09-08,GB,histoire-europe,contemporain,politique,1953-06-02,9904,27,1,12,"27 ans, 1 mois et 12 jours",Couronnée reine à l'Abbaye de Westminster,pouvoir,couronnement,5,Élisabeth_II
Reine Elizabeth II,1926-04-21,2022-09-08,GB,histoire-europe,contemporain,politique,2002-06-04,27803,76,1,13,"76 ans, 1 mois et 13 jours",Fête son Jubilé d'or — 50 ans de règne,pouvoir,jubile,4,Élisabeth_II
Reine Elizabeth II,1926-04-21,2022-09-08,GB,histoire-europe,contemporain,politique,2022-09-08,35204,96,4,18,"96 ans, 4 mois et 18 jours",Meurt à Balmoral à 96 ans — règne de 70 ans,pouvoir,mort,5,Élisabeth_II
Marie-Antoinette,1755-11-02,1793-10-16,AT,histoire-france,xviie-xviiie,politique,1770-05-16,5309,14,6,13,"14 ans, 6 mois et 13 jours",Épouse le futur Louis XVI à Versailles à 14 ans,pouvoir,mariage,4,Marie-Antoinette
Marie-Antoinette,1755-11-02,1793-10-16,AT,histoire-france,xviie-xviiie,politique,1774-05-10,6764,18,6,7,"18 ans, 6 mois et 7 jours",Devient reine de France à la mort de Louis XV,pouvoir,couronnement,5,Marie-Antoinette
Marie-Antoinette,1755-11-02,1793-10-16,AT,histoire-france,xviie-xviiie,politique,1789-10-06,12392,33,11,4,"33 ans, 11 mois et 4 jours",Quitte Versailles avec la famille royale sous la pression du peuple,pouvoir,fuite,5,Marie-Antoinette
Marie-Antoinette,1755-11-02,1793-10-16,AT,histoire-france,xviie-xviiie,politique,1793-10-16,13863,37,11,14,"37 ans, 11 mois et 14 jours",Guillotinée place de la Révolution à Paris à 37 ans,pouvoir,mort,5,Marie-Antoinette
Marilyn Monroe,1926-06-01,1962-08-05,US,histoire-usa,xxe,cinema-theatre,1950-04-01,8705,23,10,,"23 ans, 10 mois et 0 jour",Premiers rôles remarqués dans The Asphalt Jungle,arts,debut,4,Marilyn_Monroe
Marilyn Monroe,1926-06-01,1962-08-05,US,histoire-usa,xxe,cinema-theatre,1953-11-04,10018,27,5,4,"27 ans, 5 mois et 4 jours",Sort Comment épouser un millionnaire — star mondiale,arts,film,5,Marilyn_Monroe
Marilyn Monroe,1926-06-01,1962-08-05,US,histoire-usa,xxe,cinema-theatre,1955-01-07,10445,28,7,4,"28 ans, 7 mois et 4 jours",Fonde sa propre société de production à New York,arts,creation,4,Marilyn_Monroe
Marilyn Monroe,1926-06-01,1962-08-05,US,histoire-usa,xxe,cinema-theatre,1962-08-05,13214,36,2,4,"36 ans, 2 mois et 4 jours",Trouvée morte à Los Angeles à 36 ans — mort mystérieuse,arts,mort,5,Marilyn_Monroe
Romy Schneider,1938-09-23,1982-05-29,AT,histoire-europe,xxe,cinema-theatre,1955-01-01,5942,16,3,6,"16 ans, 3 mois et 6 jours",Joue Sissi — devient star internationale à 16 ans,arts,film,5,Romy_Schneider
Romy Schneider,1938-09-23,1982-05-29,AT,histoire-europe,xxe,cinema-theatre,1962-01-01,8499,23,3,7,"23 ans, 3 mois et 7 jours",Rompt avec son image de Sissi — s'installe à Paris,arts,rupture,4,Romy_Schneider
Romy Schneider,1938-09-23,1982-05-29,AT,histoire-europe,xxe,cinema-theatre,1975-01-01,13247,36,3,6,"36 ans, 3 mois et 6 jours",Reçoit le César de la meilleure actrice pour L'Important c'est d'aimer,arts,prix,5,Romy_Schneider
Romy Schneider,1938-09-23,1982-05-29,AT,histoire-europe,xxe,cinema-theatre,1982-05-29,15954,43,8,5,"43 ans, 8 mois et 5 jours",Meurt à Paris à 43 ans — choc en France et en Allemagne,arts,mort,5,Romy_Schneider
Audrey Hepburn,1929-05-04,1993-01-20,BE,histoire-europe,xxe,cinema-theatre,1953-08-27,8881,24,3,23,"24 ans, 3 mois et 23 jours",Sort Roman Holiday — Oscar de la meilleure actrice,arts,film,5,Audrey_Hepburn
Audrey Hepburn,1929-05-04,1993-01-20,BE,histoire-europe,xxe,cinema-theatre,1961-10-05,11842,32,5,1,"32 ans, 5 mois et 1 jour",Sort Breakfast at Tiffany's — icône de style mondiale,arts,film,5,Audrey_Hepburn
Audrey Hepburn,1929-05-04,1993-01-20,BE,histoire-europe,xxe,cinema-theatre,1988-01-01,21425,58,7,27,"58 ans, 7 mois et 27 jours",Nommée ambassadrice de l'UNICEF — dédie sa vie aux enfants,arts,nomination,5,Audrey_Hepburn
Audrey Hepburn,1929-05-04,1993-01-20,BE,histoire-europe,xxe,cinema-theatre,1993-01-20,23270,63,8,16,"63 ans, 8 mois et 16 jours",Meurt d'un cancer à Tolochenaz en Suisse à 63 ans,arts,mort,4,Audrey_Hepburn
Cary Grant,1904-01-18,1986-11-29,GB,histoire-europe,xxe,cinema-theatre,1932-01-01,10210,27,11,14,"27 ans, 11 mois et 14 jours",Premiers rôles à Hollywood — contrat avec Paramount,arts,debut,4,Cary_Grant
Cary Grant,1904-01-18,1986-11-29,GB,histoire-europe,xxe,cinema-theatre,1955-08-04,18827,51,6,17,"51 ans, 6 mois et 17 jours",Sort La Main au collet d'Hitchcock — chef-d'oeuvre,arts,film,5,Cary_Grant
Cary Grant,1904-01-18,1986-11-29,GB,histoire-europe,xxe,cinema-theatre,1959-07-17,20270,55,5,29,"55 ans, 5 mois et 29 jours",Sort La Mort aux trousses — sommet de sa carrière,arts,film,5,Cary_Grant
Cary Grant,1904-01-18,1986-11-29,GB,histoire-europe,xxe,cinema-theatre,1986-11-29,30267,82,10,12,"82 ans, 10 mois et 12 jours",Meurt d'une attaque à Davenport Iowa à 82 ans,arts,mort,4,Cary_Grant
Sophia Loren,1934-09-20,,IT,histoire-europe,contemporain,cinema-theatre,1954-01-01,7041,19,3,10,"19 ans, 3 mois et 10 jours",Révélation italienne — débuts remarqués à Rome,arts,debut,4,Sophia_Loren
Sophia Loren,1934-09-20,,IT,histoire-europe,contemporain,cinema-theatre,1961-04-17,9706,26,6,27,"26 ans, 6 mois et 27 jours",Reçoit l'Oscar de la meilleure actrice pour La Ciociara,arts,prix,5,Sophia_Loren
Sophia Loren,1934-09-20,,IT,histoire-europe,contemporain,cinema-theatre,1991-03-25,20640,56,6,3,"56 ans, 6 mois et 3 jours",Reçoit un Oscar d'honneur pour l'ensemble de sa carrière,arts,prix,4,Sophia_Loren
Sophia Loren,1934-09-20,,IT,histoire-europe,contemporain,cinema-theatre,2020-11-13,31466,86,1,24,"86 ans, 1 mois et 24 jours",Sort La Vie devant soi à 86 ans — triomphe sur Netflix,arts,film,4,Sophia_Loren
Catherine Deneuve,1943-10-22,,FR,histoire-france,contemporain,cinema-theatre,1964-01-01,7375,20,2,9,"20 ans, 2 mois et 9 jours",Tourne Les Parapluies de Cherbourg avec Jacques Demy,arts,film,5,Catherine_Deneuve
Catherine Deneuve,1943-10-22,,FR,histoire-france,contemporain,cinema-theatre,1967-01-01,8470,23,2,9,"23 ans, 2 mois et 9 jours",Tourne Belle de Jour avec Buñuel — consécration internationale,arts,film,5,Catherine_Deneuve
Catherine Deneuve,1943-10-22,,FR,histoire-france,contemporain,cinema-theatre,1992-01-01,17602,48,2,9,"48 ans, 2 mois et 9 jours",Signe la tribune contre la guerre en Yougoslavie,arts,engagement,3,Catherine_Deneuve
Catherine Deneuve,1943-10-22,,FR,histoire-france,contemporain,cinema-theatre,2019-01-25,27487,75,3,2,"75 ans, 3 mois et 2 jours",Victime d'un AVC en plein tournage — récupère entièrement,arts,sante,4,Catherine_Deneuve
Marlon Brando,1924-04-03,2004-07-01,US,histoire-usa,xxe,cinema-theatre,1951-09-18,10029,27,5,15,"27 ans, 5 mois et 15 jours",Sort Un tramway nommé Désir — révolution du jeu d'acteur,arts,film,5,Marlon_Brando
Marlon Brando,1924-04-03,2004-07-01,US,histoire-usa,xxe,cinema-theatre,1972-03-15,17513,47,11,12,"47 ans, 11 mois et 12 jours",Sort Le Parrain — performance légendaire,arts,film,5,Marlon_Brando
Marlon Brando,1924-04-03,2004-07-01,US,histoire-usa,xxe,cinema-theatre,1973-03-27,17890,48,11,23,"48 ans, 11 mois et 23 jours",Refuse son Oscar pour dénoncer le sort des Amérindiens,arts,refus,5,Marlon_Brando
Marlon Brando,1924-04-03,2004-07-01,US,histoire-usa,xxe,cinema-theatre,2004-07-01,29309,80,2,28,"80 ans, 2 mois et 28 jours",Meurt à Los Angeles à 80 ans,arts,mort,4,Marlon_Brando
Albert Schweitzer,1875-01-14,1965-09-04,FR,histoire-france,xxe,spirituel-religion,1905-01-01,10945,29,11,18,"29 ans, 11 mois et 18 jours",Décide d'abandonner sa carrière de musicien pour la médecine,science,decision,4,Albert_Schweitzer
