person_name,person_birthdate,person_deathdate,person_country,person_geo,person_period,person_tags,event_date,person_age_days,age_years,age_months,age_days_rem,age_label,description_fr,category,subcategory,importance,wikipedia_slug
Nina Simone,1933-02-21,2003-04-21,US,histoire-usa,contemporain,musique-opera,1976-01-01,15656,42,10,11,"42 ans, 10 mois et 11 jours",S'exile en Europe — quitte les Etats-Unis pour toujours,arts,exil,4,Nina_Simone
Nina Simone,1933-02-21,2003-04-21,US,histoire-usa,contemporain,musique-opera,2003-04-21,25629,70,2,1,"70 ans, 2 mois et 1 jour",Meurt a Carry-le-Rouet en France a 70 ans,arts,mort,4,Nina_Simone
Simon Bolivar,1783-07-24,1830-12-17,VE,amerique-latine,xixe,"politique,guerre-militaire",1799-01-01,5638,15,5,7,"15 ans, 5 mois et 7 jours",Part en Europe pour sa formation a 15 ans — Madrid puis Paris,pouvoir,formation,3,Simón_Bolívar
Simon Bolivar,1783-07-24,1830-12-17,VE,amerique-latine,xixe,"politique,guerre-militaire",1805-08-15,8058,22,,23,"22 ans, 0 mois et 23 jours",Jure sur le mont Sacre de Rome de liberer l'Amerique latine a 21 ans,pouvoir,serment,5,Simón_Bolívar
Simon Bolivar,1783-07-24,1830-12-17,VE,amerique-latine,xixe,"politique,guerre-militaire",1813-08-06,10971,30,,14,"30 ans, 0 mois et 14 jours",Entre a Caracas en liberateur — proclame la 2e Republique venezuelienne,pouvoir,victoire,5,Simón_Bolívar
Simon Bolivar,1783-07-24,1830-12-17,VE,amerique-latine,xixe,"politique,guerre-militaire",1819-08-07,13163,36,,14,"36 ans, 0 mois et 14 jours",Victoire de Boyaca — libere la Colombie a 35 ans,guerre,bataille,5,Simón_Bolívar
Simon Bolivar,1783-07-24,1830-12-17,VE,amerique-latine,xixe,"politique,guerre-militaire",1821-06-24,13850,37,11,1,"37 ans, 11 mois et 1 jour",Victoire de Carabobo — independance du Venezuela,guerre,bataille,5,Simón_Bolívar
Simon Bolivar,1783-07-24,1830-12-17,VE,amerique-latine,xixe,"politique,guerre-militaire",1824-12-09,15114,41,4,17,"41 ans, 4 mois et 17 jours",Victoire d'Ayacucho — derniere bataille de l'independance sud-americaine,guerre,bataille,5,Simón_Bolívar
Simon Bolivar,1783-07-24,1830-12-17,VE,amerique-latine,xixe,"politique,guerre-militaire",1830-12-17,17313,47,4,25,"47 ans, 4 mois et 25 jours",Meurt a Santa Marta a 47 ans — decoit par ses propres republiques,pouvoir,mort,5,Simón_Bolívar
Che Guevara,1928-06-14,1967-10-09,AR,amerique-latine,xxe,"politique,guerre-militaire",1948-03-01,7200,19,8,17,"19 ans, 8 mois et 17 jours",Entre a la faculte de medecine de Buenos Aires a 19 ans,science,formation,3,Che_Guevara
Che Guevara,1928-06-14,1967-10-09,AR,amerique-latine,xxe,"politique,guerre-militaire",1952-01-04,8603,23,6,20,"23 ans, 6 mois et 20 jours",Commence son voyage a moto a travers l'Amerique latine a 23 ans,exploration,voyage,5,Che_Guevara
Che Guevara,1928-06-14,1967-10-09,AR,amerique-latine,xxe,"politique,guerre-militaire",1955-07-08,9885,27,,24,"27 ans, 0 mois et 24 jours",Rencontre Fidel Castro a Mexico — tournant de sa vie a 27 ans,pouvoir,rencontre,5,Che_Guevara
Che Guevara,1928-06-14,1967-10-09,AR,amerique-latine,xxe,"politique,guerre-militaire",1959-01-02,11157,30,6,17,"30 ans, 6 mois et 17 jours",Entre a La Havane avec Castro — revolution cubaine victorieuse a 30 ans,pouvoir,victoire,5,Che_Guevara
Che Guevara,1928-06-14,1967-10-09,AR,amerique-latine,xxe,"politique,guerre-militaire",1965-04-01,13440,36,9,17,"36 ans, 9 mois et 17 jours",Quitte Cuba secretement pour exporter la revolution en Afrique,pouvoir,depart,4,Che_Guevara
Che Guevara,1928-06-14,1967-10-09,AR,amerique-latine,xxe,"politique,guerre-militaire",1967-10-09,14361,39,3,25,"39 ans, 3 mois et 25 jours",Capture et execute en Bolivie a 39 ans — devient icone mondiale,pouvoir,mort,5,Che_Guevara
Rosa Luxemburg,1871-03-05,1919-01-15,PL,histoire-europe,xxe,politique,1887-01-01,5779,15,9,27,"15 ans, 9 mois et 27 jours",Rejoint le parti socialiste polonais clandestinement a 16 ans,pouvoir,engagement,5,Rosa_Luxemburg
Rosa Luxemburg,1871-03-05,1919-01-15,PL,histoire-europe,xxe,politique,1898-05-19,9937,27,2,15,"27 ans, 2 mois et 15 jours",Obtient son doctorat en economie a Zurich a 27 ans,science,diplome,4,Rosa_Luxemburg
Rosa Luxemburg,1871-03-05,1919-01-15,PL,histoire-europe,xxe,politique,1905-12-28,12717,34,9,25,"34 ans, 9 mois et 25 jours",Arretee lors de la revolution russe de 1905 a Varsovie,pouvoir,arrestation,4,Rosa_Luxemburg
Rosa Luxemburg,1871-03-05,1919-01-15,PL,histoire-europe,xxe,politique,1916-07-01,16555,45,3,27,"45 ans, 3 mois et 27 jours",Emprisonnee pour avoir appele les soldats a desobeir,pouvoir,emprisonnement,4,Rosa_Luxemburg
Rosa Luxemburg,1871-03-05,1919-01-15,PL,histoire-europe,xxe,politique,1919-01-15,17481,47,10,10,"47 ans, 10 mois et 10 jours",Assassinee par des militaires a Berlin a 47 ans,pouvoir,mort,5,Rosa_Luxemburg
Nikola Tesla,1856-07-10,1943-01-07,RS,histoire-europe,xxe,science-medecine,1875-01-01,6747,18,5,20,"18 ans, 5 mois et 20 jours",Entre au Polytechnique de Graz a 19 ans — obsede par l'electricite,science,formation,4,Nikola_Tesla
Nikola Tesla,1856-07-10,1943-01-07,RS,histoire-europe,xxe,science-medecine,1882-01-01,9304,25,5,20,"25 ans, 5 mois et 20 jours",Invente le moteur a courant alternatif lors d'une promenade a 25 ans,science,invention,5,Nikola_Tesla
Nikola Tesla,1856-07-10,1943-01-07,RS,histoire-europe,xxe,science-medecine,1884-06-06,10193,27,10,27,"27 ans, 10 mois et 27 jours",Arrive a New York — travaille pour Edison qui le volera a 27 ans,science,arrivee,4,Nikola_Tesla
Nikola Tesla,1856-07-10,1943-01-07,RS,histoire-europe,xxe,science-medecine,1891-07-30,12803,35,,20,"35 ans, 0 mois et 20 jours",Invente la bobine Tesla — demonstration spectaculaire a 35 ans,science,invention,5,Nikola_Tesla
Nikola Tesla,1856-07-10,1943-01-07,RS,histoire-europe,xxe,science-medecine,1899-06-01,15666,42,10,21,"42 ans, 10 mois et 21 jours",Experiences a Colorado Springs — cree des eclairs artificiels,science,experience,4,Nikola_Tesla
Nikola Tesla,1856-07-10,1943-01-07,RS,histoire-europe,xxe,science-medecine,1943-01-07,31590,86,5,26,"86 ans, 5 mois et 26 jours",Meurt seul et ruine a New York a 86 ans — genie incompris,science,mort,5,Nikola_Tesla
Cleopatre VII,-0069-01-01,-0030-08-12,EG,histoire-monde,antiquite,politique,-0051-01-01,6575,18,,1,"18 ans, 0 mois et 1 jour",Devient reine d'Egypte a 18 ans a la mort de son pere,pouvoir,couronnement,5,Cléopâtre_VII
Cleopatre VII,-0069-01-01,-0030-08-12,EG,histoire-monde,antiquite,politique,-0048-10-01,7946,21,9,2,"21 ans, 9 mois et 2 jours",Rencontre Jules Cesar a Alexandrie — alliance decisive a 21 ans,pouvoir,rencontre,5,Cléopâtre_VII
Cleopatre VII,-0069-01-01,-0030-08-12,EG,histoire-monde,antiquite,politique,-0047-06-23,8211,22,5,23,"22 ans, 5 mois et 23 jours",Donne naissance a Cesarion — fils de Cesar a 22 ans,pouvoir,naissance,4,Cléopâtre_VII
Cleopatre VII,-0069-01-01,-0030-08-12,EG,histoire-monde,antiquite,politique,-0041-01-01,10227,28,,,"28 ans, 0 mois et 0 jour",Rencontre Marc Antoine a Tarse — nouvelle alliance,pouvoir,rencontre,5,Cléopâtre_VII
Cleopatre VII,-0069-01-01,-0030-08-12,EG,histoire-monde,antiquite,politique,-0031-09-02,14126,38,8,3,"38 ans, 8 mois et 3 jours",Defaite navale d'Actium contre Octave — fin du reve,guerre,bataille,5,Cléopâtre_VII
Cleopatre VII,-0069-01-01,-0030-08-12,EG,histoire-monde,antiquite,politique,-0030-08-12,14470,39,7,12,"39 ans, 7 mois et 12 jours",Se suicide a Alexandrie a 39 ans — fin de l'Egypte independante,pouvoir,mort,5,Cléopâtre_VII
Confucius,-0551-09-28,-0479-04-11,CN,asie,antiquite,philosophie,-0533-01-01,6302,17,3,1,"17 ans, 3 mois et 1 jour",Epouse a 19 ans et devient fonctionnaire local,philosophie,debut,2,Confucius
Confucius,-0551-09-28,-0479-04-11,CN,asie,antiquite,philosophie,-0522-01-01,10320,28,3,1,"28 ans, 3 mois et 1 jour",Ouvre sa premiere ecole — accueille les eleves sans condition a 29 ans,philosophie,fondation,5,Confucius
Confucius,-0551-09-28,-0479-04-11,CN,asie,antiquite,philosophie,-0501-01-01,17990,49,3,1,"49 ans, 3 mois et 1 jour",Nomme ministre de la Justice de l'Etat de Lu a 50 ans,pouvoir,nomination,4,Confucius
Confucius,-0551-09-28,-0479-04-11,CN,asie,antiquite,philosophie,-0497-01-01,19451,53,3,1,"53 ans, 3 mois et 1 jour",S'exile avec ses disciples — 13 ans de peregrinationsphilosophiques,philosophie,exil,5,Confucius
Confucius,-0551-09-28,-0479-04-11,CN,asie,antiquite,philosophie,-0479-04-11,26128,71,6,13,"71 ans, 6 mois et 13 jours",Meurt a 72 ans — ses disciples compilent ses Entretiens,philosophie,mort,5,Confucius
Averroes,1126-04-14,1198-12-10,ES,histoire-europe,moyen-age,"philosophie,science-medecine",1153-01-01,9757,26,8,17,"26 ans, 8 mois et 17 jours",Etudie la philosophie et la medecine a Marrakech a 27 ans,philosophie,formation,3,Averroès
Averroes,1126-04-14,1198-12-10,ES,histoire-europe,moyen-age,"philosophie,science-medecine",1169-01-01,15601,42,8,17,"42 ans, 8 mois et 17 jours",Nomme medecin de la cour du calife a Marrakech a 43 ans,science,nomination,4,Averroès
Averroes,1126-04-14,1198-12-10,ES,histoire-europe,moyen-age,"philosophie,science-medecine",1180-01-01,19619,53,8,17,"53 ans, 8 mois et 17 jours",Redige son Grand Commentaire d'Aristote — oeuvre fondatrice,philosophie,publication,5,Averroès
Averroes,1126-04-14,1198-12-10,ES,histoire-europe,moyen-age,"philosophie,science-medecine",1195-01-01,25097,68,8,16,"68 ans, 8 mois et 16 jours",Persecute et exile par le calife sous pression des theologiens,philosophie,exil,4,Averroès
Averroes,1126-04-14,1198-12-10,ES,histoire-europe,moyen-age,"philosophie,science-medecine",1198-12-10,26538,72,7,26,"72 ans, 7 mois et 26 jours",Meurt a Marrakech a 72 ans — influence toute la scolastique europeenne,philosophie,mort,5,Averroès
Edith Piaf,1915-12-19,1963-10-11,FR,histoire-france,xxe,musique-opera,1925-01-01,3299,9,,12,"9 ans, 0 mois et 12 jours",Chante dans les rues de Paris avec son pere acrobate a 9 ans,arts,debut,4,Édith_Piaf
Edith Piaf,1915-12-19,1963-10-11,FR,histoire-france,xxe,musique-opera,1935-10-24,7249,19,10,5,"19 ans, 10 mois et 5 jours",Decouverte par Louis Leplee sur les Champs-Elysees a 19 ans,arts,decouverte,5,Édith_Piaf
Edith Piaf,1915-12-19,1963-10-11,FR,histoire-france,xxe,musique-opera,1946-10-14,11257,30,9,26,"30 ans, 9 mois et 26 jours",Enregistre La Vie en rose — chanson symbole de la France,arts,enregistrement,5,Édith_Piaf
Edith Piaf,1915-12-19,1963-10-11,FR,histoire-france,xxe,musique-opera,1948-06-01,11853,32,5,12,"32 ans, 5 mois et 12 jours",Tombe amoureuse du boxeur Marcel Cerdan — passion tragique,arts,rencontre,4,Édith_Piaf
Edith Piaf,1915-12-19,1963-10-11,FR,histoire-france,xxe,musique-opera,1949-10-28,12367,33,10,9,"33 ans, 10 mois et 9 jours",Mort de Cerdan dans un crash d'avion — deuil devastateur,arts,deuil,5,Édith_Piaf
Edith Piaf,1915-12-19,1963-10-11,FR,histoire-france,xxe,musique-opera,1960-10-12,16369,44,9,24,"44 ans, 9 mois et 24 jours",Cree Non je ne regrette rien — renaissance apres les epreuves,arts,enregistrement,5,Édith_Piaf
Edith Piaf,1915-12-19,1963-10-11,FR,histoire-france,xxe,musique-opera,1963-10-11,17463,47,9,23,"47 ans, 9 mois et 23 jours",Meurt a Grasse a 47 ans — toute la France en deuil,arts,mort,5,Édith_Piaf
Zinedine Zidane,1972-06-23,,FR,histoire-france,contemporain,sport-football,1989-05-20,6175,16,10,26,"16 ans, 10 mois et 26 jours",Signe son premier contrat professionnel avec Cannes a 16 ans,sport,debut,5,Zinedine_Zidane
Zinedine Zidane,1972-06-23,,FR,histoire-france,contemporain,sport-football,1994-08-01,8074,22,1,8,"22 ans, 1 mois et 8 jours",Rejoint la Gironde de Bordeaux — commence a briller a 22 ans,sport,transfert,3,Zinedine_Zidane
Zinedine Zidane,1972-06-23,,FR,histoire-france,contemporain,sport-football,1998-07-12,9515,26,,19,"26 ans, 0 mois et 19 jours",Marque 2 buts en finale de Coupe du Monde — champion du monde a 26 ans,sport,coupe-monde,5,Zinedine_Zidane
Zinedine Zidane,1972-06-23,,FR,histoire-france,contemporain,sport-football,2000-07-02,10236,28,,9,"28 ans, 0 mois et 9 jours",Elu meilleur joueur du monde par la FIFA pour la 2e fois,sport,distinction,4,Zinedine_Zidane
Zinedine Zidane,1972-06-23,,FR,histoire-france,contemporain,sport-football,2001-07-09,10608,29,,16,"29 ans, 0 mois et 16 jours",Transfert record au Real Madrid — 73 millions d'euros,sport,transfert,5,Zinedine_Zidane
Zinedine Zidane,1972-06-23,,FR,histoire-france,contemporain,sport-football,2002-05-15,10918,29,10,21,"29 ans, 10 mois et 21 jours",Geste sublime en finale de Ligue des Champions — vollee de legende,sport,ldc,5,Zinedine_Zidane
Zinedine Zidane,1972-06-23,,FR,histoire-france,contemporain,sport-football,2006-07-09,12434,34,,16,"34 ans, 0 mois et 16 jours",Coup de tete sur Materazzi en finale du Monde — derniere image,sport,incident,5,Zinedine_Zidane
Michel Platini,1955-06-21,,FR,histoire-france,contemporain,sport-football,1972-01-01,6037,16,6,10,"16 ans, 6 mois et 10 jours",Debute en professionnel avec Nancy a 16 ans,sport,debut,5,Michel_Platini
Michel Platini,1955-06-21,,FR,histoire-france,contemporain,sport-football,1983-07-01,10237,28,,10,"28 ans, 0 mois et 10 jours",Rejoint la Juventus de Turin — debut de la periode dorée,sport,transfert,4,Michel_Platini
